,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
1636,"('OSD2_COMPASS_EN', 0.0)","('EAHRS_RATE', 0.0)","('EK3_VEL_I_GATE', 0.0)","('OSD1_COMPASS_EN', 0.0)","('OSD1_CURRENT2_Y', 0.0)","('OSD1_FENCE_EN', 0.0)","('OSD2_GSPEED_Y', 0.0)","('OSD1_AVGCELLV_Y', 0.0)","('OSD2_HEADING_Y', 0.0)","('OSD2_BATUSED_EN', 0.0)","('OSD2_PITCH_X', 0.0)","('OSD2_PITCH_Y', 0.0)","('OSD2_COMPASS_EN', 0.0)","('OSD2_COMPASS_EN', 0.0)","('OSD2_VSPEED_Y', 0.0)","('OSD2_VSPEED_Y', 0.0)","('OSD1_LINK_Q_Y', 0.0)","('OA_DB_QUEUE_SIZE', 0.0)","('OA_DB_QUEUE_SIZE', 0.0)","('OSD2_ESCAMPS_X', 0.0)","('OSD2_BAT_VOLT_EN', 0.0)","('OSD1_ARMING_X', 0.0)","('OSD2_HEADING_Y', 0.0)","('OSD2_RSSI_EN', 0.0)","('OSD1_HEADING_X', 0.0)","('OSD1_VSPEED_Y', 0.0)","('MNT2_NEUTRAL_X', 0.0)","('OSD1_RSSI_Y', 0.0)","('OSD1_HOMEDIST_X', 0.0)","('OSD1_WAYPOINT_X', 0.0)"
1637,"('OSD2_COMPASS_X', 0.0)","('EFI_TYPE', 0.0)","('EK3_HGT_I_GATE', 0.0)","('OSD1_COMPASS_X', 0.0)","('OSD1_VTX_PWR_EN', 0.0)","('OSD1_FENCE_X', 0.0)","('OSD2_HORIZON_EN', 0.0)","('OSD1_RESTVOLT_EN', 0.0)","('OSD2_THROTTLE_EN', 0.0)","('OSD2_BATUSED_X', 0.0)","('OSD2_PITCH_Y', 0.0)","('OSD2_TEMP_EN', 0.0)","('OSD2_COMPASS_X', 0.0)","('OSD2_COMPASS_X', 0.0)","('OSD2_ESCTEMP_EN', 0.0)","('OSD2_ESCTEMP_EN', 0.0)","('OSD2_ENABLE', 0.0)","('OA_DB_OUTPUT', 0.0)","('OA_DB_OUTPUT', 0.0)","('OSD2_ESCAMPS_Y', 0.0)","('OSD2_BAT_VOLT_X', 0.0)","('OSD1_ARMING_Y', 0.0)","('OSD2_THROTTLE_EN', 0.0)","('OSD2_RSSI_X', 0.0)","('OSD1_HEADING_Y', 0.0)","('OSD1_ESCTEMP_EN', 0.0)","('MNT2_NEUTRAL_Y', 0.0)","('OSD1_CURRENT_X', 0.0)","('OSD1_HOMEDIST_Y', 0.0)","('OSD1_WAYPOINT_Y', 0.0)"
1638,"('OSD2_COMPASS_Y', 0.0)","('EFI_COEF1', 0.0)","('EK3_HGT_DELAY', 0.0)","('OSD1_COMPASS_Y', 0.0)","('OSD1_VTX_PWR_X', 0.0)","('OSD1_FENCE_Y', 0.0)","('OSD2_HORIZON_X', 0.0)","('OSD1_RESTVOLT_X', 0.0)","('OSD2_THROTTLE_X', 0.0)","('OSD2_BATUSED_Y', 0.0)","('OSD2_TEMP_EN', 0.0)","('OSD2_TEMP_X', 0.0)","('OSD2_COMPASS_Y', 0.0)","('OSD2_COMPASS_Y', 0.0)","('OSD2_ESCTEMP_X', 0.0)","('OSD2_ESCTEMP_X', 0.0)","('OSD2_CHAN_MIN', 0.0)","('OA_DB_BEAM_WIDTH', 0.0)","('OA_DB_BEAM_WIDTH', 0.0)","('OSD2_GPSLAT_EN', 0.0)","('OSD2_BAT_VOLT_Y', 0.0)","('OSD1_PLUSCODE_EN', 0.0)","('OSD2_THROTTLE_X', 0.0)","('OSD2_RSSI_Y', 0.0)","('OSD1_THROTTLE_EN', 0.0)","('OSD1_ESCTEMP_X', 0.0)","('MNT2_NEUTRAL_Z', 0.0)","('OSD1_CURRENT_Y', 0.0)","('OSD1_HOMEDIR_EN', 0.0)","('OSD1_XTRACK_EN', 0.0)"
1639,"('OSD2_WIND_EN', 0.0)","('EFI_COEF2', 0.0)","('EK3_MAG_M_NSE', 0.0)","('OSD1_WIND_EN', 0.0)","('OSD1_VTX_PWR_Y', 0.0)","('OSD1_RNGF_EN', 0.0)","('OSD2_HORIZON_Y', 0.0)","('OSD1_RESTVOLT_Y', 0.0)","('OSD2_THROTTLE_Y', 0.0)","('OSD2_SATS_EN', 0.0)","('OSD2_TEMP_X', 0.0)","('OSD2_TEMP_Y', 0.0)","('OSD2_WIND_X', 0.0)","('OSD2_WIND_X', 0.0)","('OSD2_ESCTEMP_Y', 0.0)","('OSD2_ESCTEMP_Y', 0.0)","('OSD2_CHAN_MAX', 0.0)","('OA_DB_RADIUS_MIN', 0.0)","('OA_DB_RADIUS_MIN', 0.0)","('OSD2_GPSLAT_X', 0.0)","('OSD2_RSSI_EN', 0.0)","('OSD1_PLUSCODE_X', 0.0)","('OSD2_THROTTLE_Y', 0.0)","('OSD2_CURRENT_EN', 0.0)","('OSD1_THROTTLE_X', 0.0)","('OSD1_ESCTEMP_Y', 0.0)","('MNT2_STAB_ROLL', 0.0)","('OSD1_BATUSED_EN', 0.0)","('OSD1_HOMEDIR_X', 0.0)","('OSD1_XTRACK_X', 0.0)"
1640,"('OSD2_WIND_X', 0.0)","('EK2_VELNE_M_NSE', 0.0)","('EK3_MAG_I_GATE', 0.0)","('OSD1_WIND_X', 0.0)","('OSD1_TER_HGT_EN', 0.0)","('OSD1_RNGF_X', 0.0)","('OSD2_HOME_EN', 0.0)","('OSD1_FENCE_EN', 0.0)","('OSD2_COMPASS_EN', 0.0)","('OSD2_SATS_X', 0.0)","('OSD2_TEMP_Y', 0.0)","('OSD2_HDOP_EN', 0.0)","('OSD2_WIND_Y', 0.0)","('OSD2_WIND_Y', 0.0)","('OSD2_ESCRPM_EN', 0.0)","('OSD2_ESCRPM_EN', 0.0)","('OSD2_ALTITUDE_X', 0.0)","('OA_DB_DIST_MAX', 0.0)","('OA_DB_DIST_MAX', 0.0)","('OSD2_GPSLAT_Y', 0.0)","('OSD2_RSSI_X', 0.0)","('OSD1_PLUSCODE_Y', 0.0)","('OSD2_COMPASS_EN', 0.0)","('OSD2_CURRENT_X', 0.0)","('OSD1_THROTTLE_Y', 0.0)","('OSD1_ESCRPM_EN', 0.0)","('MNT2_STAB_TILT', 0.0)","('OSD1_BATUSED_X', 0.0)","('OSD1_HOMEDIR_Y', 0.0)","('OSD1_XTRACK_Y', 0.0)"
1641,"('OSD2_WIND_Y', 0.0)","('EK2_VELD_M_NSE', 0.0)","('EK3_EAS_M_NSE', 0.0)","('OSD1_WIND_Y', 0.0)","('OSD1_TER_HGT_X', 0.0)","('OSD1_RNGF_Y', 0.0)","('OSD2_HOME_X', 0.0)","('OSD1_FENCE_X', 0.0)","('OSD2_COMPASS_X', 0.0)","('OSD2_SATS_Y', 0.0)","('OSD2_HDOP_EN', 0.0)","('OSD2_HDOP_X', 0.0)","('OSD2_ASPEED_EN', 0.0)","('OSD2_ASPEED_EN', 0.0)","('OSD2_ESCRPM_X', 0.0)","('OSD2_ESCRPM_X', 0.0)","('OSD2_ALTITUDE_Y', 0.0)","('OSD_CHAN', 0.0)","('OSD_CHAN', 0.0)","('OSD2_GPSLONG_EN', 0.0)","('OSD2_RSSI_Y', 0.0)","('OSD1_CALLSIGN_EN', 0.0)","('OSD2_COMPASS_X', 0.0)","('OSD2_CURRENT_Y', 0.0)","('OSD1_COMPASS_EN', 0.0)","('OSD1_ESCRPM_X', 0.0)","('MNT2_STAB_PAN', 0.0)","('OSD1_BATUSED_Y', 0.0)","('OSD1_POWER_EN', 0.0)","('OSD1_DIST_EN', 0.0)"
1642,"('OSD2_ASPEED_EN', 0.0)","('EK2_VEL_I_GATE', 0.0)","('EK3_EAS_I_GATE', 0.0)","('OSD1_ASPEED_EN', 0.0)","('OSD1_TER_HGT_Y', 0.0)","('OSD1_LINK_Q_EN', 0.0)","('OSD2_HOME_Y', 0.0)","('OSD1_FENCE_Y', 0.0)","('OSD2_COMPASS_Y', 0.0)","('OSD2_FLTMODE_EN', 0.0)","('OSD2_HDOP_X', 0.0)","('OSD2_HDOP_Y', 0.0)","('OSD2_ASPEED_X', 0.0)","('OSD2_ASPEED_X', 0.0)","('OSD2_ESCRPM_Y', 0.0)","('OSD2_ESCRPM_Y', 0.0)","('OSD2_BAT_VOLT_EN', 0.0)","('OSD_SW_METHOD', 0.0)","('OSD_SW_METHOD', 0.0)","('OSD2_GPSLONG_X', 0.0)","('OSD2_CURRENT_EN', 0.0)","('OSD1_CALLSIGN_X', 0.0)","('OSD2_COMPASS_Y', 0.0)","('OSD2_BATUSED_EN', 0.0)","('OSD1_COMPASS_X', 0.0)","('OSD1_ESCRPM_Y', 0.0)","('MNT2_ANGMIN_ROL', 0.0)","('OSD1_SATS_EN', 0.0)","('OSD1_POWER_X', 0.0)","('OSD1_DIST_X', 0.0)"
1643,"('OSD2_ASPEED_X', 0.0)","('EK2_ALT_SOURCE', 0.0)","('EK3_RNG_M_NSE', 0.0)","('OSD1_ASPEED_X', 0.0)","('OSD1_AVGCELLV_EN', 0.0)","('OSD1_LINK_Q_X', 0.0)","('OSD2_HEADING_EN', 0.0)","('OSD1_RNGF_EN', 0.0)","('OSD2_WIND_EN', 0.0)","('OSD2_FLTMODE_X', 0.0)","('OSD2_HDOP_Y', 0.0)","('OSD2_WAYPOINT_EN', 0.0)","('OSD2_ASPEED_Y', 0.0)","('OSD2_ASPEED_Y', 0.0)","('OSD2_ESCAMPS_EN', 0.0)","('OSD2_ESCAMPS_EN', 0.0)","('OSD2_BAT_VOLT_X', 0.0)","('OSD_OPTIONS', 0.0)","('OSD_OPTIONS', 0.0)","('OSD2_GPSLONG_Y', 0.0)","('OSD2_CURRENT_X', 0.0)","('OSD1_CALLSIGN_Y', 0.0)","('OSD2_WIND_EN', 0.0)","('OSD2_BATUSED_X', 0.0)","('OSD1_COMPASS_Y', 0.0)","('OSD1_ESCAMPS_EN', 0.0)","('MNT2_ANGMAX_ROL', 0.0)","('OSD1_SATS_X', 0.0)","('OSD1_POWER_Y', 0.0)","('OSD1_DIST_Y', 0.0)"
1644,"('OSD2_ASPEED_Y', 0.0)","('EK2_HGT_I_GATE', 0.0)","('EK3_RNG_I_GATE', 0.0)","('OSD1_ASPEED_Y', 0.0)","('OSD1_AVGCELLV_X', 0.0)","('OSD1_LINK_Q_Y', 0.0)","('OSD2_HEADING_X', 0.0)","('OSD1_RNGF_X', 0.0)","('OSD2_WIND_X', 0.0)","('OSD2_FLTMODE_Y', 0.0)","('OSD2_WAYPOINT_EN', 0.0)","('OSD2_WAYPOINT_X', 0.0)","('OSD2_VSPEED_EN', 0.0)","('OSD2_VSPEED_EN', 0.0)","('OSD2_ESCAMPS_X', 0.0)","('OSD2_ESCAMPS_X', 0.0)","('OSD2_BAT_VOLT_Y', 0.0)","('OSD_FONT', 0.0)","('OSD_FONT', 0.0)","('OSD2_ROLL_X', 0.0)","('OSD2_CURRENT_Y', 0.0)","('OSD1_CURRENT2_EN', 0.0)","('OSD2_WIND_X', 0.0)","('OSD2_BATUSED_Y', 0.0)","('OSD1_WIND_EN', 0.0)","('OSD1_ESCAMPS_X', 0.0)","('MNT2_ANGMIN_TIL', 0.0)","('OSD1_SATS_Y', 0.0)","('OSD1_CELLVOLT_EN', 0.0)","('OSD1_STATS_EN', 0.0)"
1645,"('OSD2_VSPEED_EN', 0.0)","('EK2_HGT_DELAY', 0.0)","('EK3_MAX_FLOW', 0.0)","('OSD1_VSPEED_EN', 0.0)","('OSD1_AVGCELLV_Y', 0.0)","('OSD2_ENABLE', 0.0)","('OSD2_HEADING_Y', 0.0)","('OSD1_RNGF_Y', 0.0)","('OSD2_WIND_Y', 0.0)","('OSD2_MESSAGE_EN', 0.0)","('OSD2_WAYPOINT_X', 0.0)","('OSD2_WAYPOINT_Y', 0.0)","('OSD2_VSPEED_X', 0.0)","('OSD2_VSPEED_X', 0.0)","('OSD2_ESCAMPS_Y', 0.0)","('OSD2_ESCAMPS_Y', 0.0)","('OSD2_RSSI_EN', 0.0)","('OSD_V_OFFSET', 0.0)","('OSD_V_OFFSET', 0.0)","('OSD2_ROLL_Y', 0.0)","('OSD2_BATUSED_EN', 0.0)","('OSD1_CURRENT2_X', 0.0)","('OSD2_WIND_Y', 0.0)","('OSD2_SATS_EN', 0.0)","('OSD1_WIND_X', 0.0)","('OSD1_ESCAMPS_Y', 0.0)","('MNT2_ANGMAX_TIL', 0.0)","('OSD1_FLTMODE_X', 0.0)","('OSD1_CELLVOLT_X', 0.0)","('OSD1_STATS_X', 0.0)"
1646,"('OSD2_VSPEED_X', 0.0)","('EK2_MAG_M_NSE', 0.0)","('EK3_FLOW_M_NSE', 0.0)","('OSD1_VSPEED_X', 0.0)","('OSD1_RESTVOLT_EN', 0.0)","('OSD2_CHAN_MIN', 0.0)","('OSD2_THROTTLE_EN', 0.0)","('OSD1_LINK_Q_EN', 0.0)","('OSD2_ASPEED_EN', 0.0)","('OSD2_MESSAGE_X', 0.0)","('OSD2_WAYPOINT_Y', 0.0)","('OSD2_XTRACK_EN', 0.0)","('OSD2_VSPEED_Y', 0.0)","('OSD2_VSPEED_Y', 0.0)","('OSD2_GPSLAT_EN', 0.0)","('OSD2_GPSLAT_EN', 0.0)","('OSD2_RSSI_X', 0.0)","('OSD_H_OFFSET', 0.0)","('OSD_H_OFFSET', 0.0)","('OSD2_PITCH_X', 0.0)","('OSD2_BATUSED_X', 0.0)","('OSD1_CURRENT2_Y', 0.0)","('OSD2_ASPEED_EN', 0.0)","('OSD2_SATS_X', 0.0)","('OSD1_WIND_Y', 0.0)","('OSD1_GPSLAT_EN', 0.0)","('MNT2_ANGMIN_PAN', 0.0)","('OSD1_FLTMODE_Y', 0.0)","('OSD1_CELLVOLT_Y', 0.0)","('OSD1_STATS_Y', 0.0)"
1647,"('OSD2_VSPEED_Y', 0.0)","('EK2_MAG_I_GATE', 0.0)","('EK3_FLOW_I_GATE', 0.0)","('OSD1_VSPEED_Y', 0.0)","('OSD1_RESTVOLT_X', 0.0)","('OSD2_CHAN_MAX', 0.0)","('OSD2_THROTTLE_X', 0.0)","('OSD1_LINK_Q_X', 0.0)","('OSD2_ASPEED_X', 0.0)","('OSD2_MESSAGE_Y', 0.0)","('OSD2_XTRACK_EN', 0.0)","('OSD2_XTRACK_X', 0.0)","('OSD2_ESCTEMP_EN', 0.0)","('OSD2_ESCTEMP_EN', 0.0)","('OSD2_GPSLAT_X', 0.0)","('OSD2_GPSLAT_X', 0.0)","('OSD2_RSSI_Y', 0.0)","('OSD_W_RSSI', 0.0)","('OSD_W_RSSI', 0.0)","('OSD2_PITCH_Y', 0.0)","('OSD2_BATUSED_Y', 0.0)","('OSD1_VTX_PWR_EN', 0.0)","('OSD2_ASPEED_X', 0.0)","('OSD2_SATS_Y', 0.0)","('OSD1_ASPEED_EN', 0.0)","('OSD1_GPSLAT_X', 0.0)","('MNT2_ANGMAX_PAN', 0.0)","('OSD1_MESSAGE_EN', 0.0)","('OSD1_BATTBAR_EN', 0.0)","('OSD1_FLTIME_EN', 0.0)"
1648,"('OSD2_ESCTEMP_EN', 0.0)","('EK2_EAS_M_NSE', 0.0)","('EK3_FLOW_DELAY', 0.0)","('OSD1_ESCTEMP_EN', 0.0)","('OSD1_RESTVOLT_Y', 0.0)","('OSD2_ALTITUDE_EN', 0.0)","('OSD2_THROTTLE_Y', 0.0)","('OSD1_LINK_Q_Y', 0.0)","('OSD2_ASPEED_Y', 0.0)","('OSD2_GSPEED_EN', 0.0)","('OSD2_XTRACK_X', 0.0)","('OSD2_XTRACK_Y', 0.0)","('OSD2_ESCTEMP_X', 0.0)","('OSD2_ESCTEMP_X', 0.0)","('OSD2_GPSLAT_Y', 0.0)","('OSD2_GPSLAT_Y', 0.0)","('OSD2_CURRENT_EN', 0.0)","('OSD_W_NSAT', 0.0)","('OSD_W_NSAT', 0.0)","('OSD2_TEMP_EN', 0.0)","('OSD2_SATS_EN', 0.0)","('OSD1_VTX_PWR_X', 0.0)","('OSD2_ASPEED_Y', 0.0)","('OSD2_FLTMODE_EN', 0.0)","('OSD1_ASPEED_X', 0.0)","('OSD1_GPSLAT_Y', 0.0)","('MNT2_TYPE', 0.0)","('OSD1_MESSAGE_X', 0.0)","('OSD1_BATTBAR_X', 0.0)","('OSD1_FLTIME_X', 0.0)"
1649,"('OSD2_ESCTEMP_X', 0.0)","('EK2_EAS_I_GATE', 0.0)","('EK3_GYRO_P_NSE', 0.0)","('OSD1_ESCTEMP_X', 0.0)","('OSD1_FENCE_EN', 0.0)","('OSD2_ALTITUDE_X', 0.0)","('OSD2_COMPASS_EN', 0.0)","('OSD2_ENABLE', 0.0)","('OSD2_VSPEED_EN', 0.0)","('OSD2_GSPEED_X', 0.0)","('OSD2_XTRACK_Y', 0.0)","('OSD2_DIST_EN', 0.0)","('OSD2_ESCTEMP_Y', 0.0)","('OSD2_ESCTEMP_Y', 0.0)","('OSD2_GPSLONG_EN', 0.0)","('OSD2_GPSLONG_EN', 0.0)","('OSD2_CURRENT_X', 0.0)","('OSD_W_BATVOLT', 0.0)","('OSD_W_BATVOLT', 0.0)","('OSD2_TEMP_X', 0.0)","('OSD2_SATS_X', 0.0)","('OSD1_VTX_PWR_Y', 0.0)","('OSD2_VSPEED_EN', 0.0)","('OSD2_FLTMODE_X', 0.0)","('OSD1_ASPEED_Y', 0.0)","('OSD1_GPSLONG_EN', 0.0)","('MOT_YAW_HEADROOM', 0.0)","('OSD1_MESSAGE_Y', 0.0)","('OSD1_BATTBAR_Y', 0.0)","('OSD1_FLTIME_Y', 0.0)"
1650,"('OSD2_ESCTEMP_Y', 0.0)","('EK2_RNG_M_NSE', 0.0)","('EK3_ACC_P_NSE', 0.0)","('OSD1_ESCTEMP_Y', 0.0)","('OSD1_FENCE_X', 0.0)","('OSD2_ALTITUDE_Y', 0.0)","('OSD2_COMPASS_X', 0.0)","('OSD2_CHAN_MIN', 0.0)","('OSD2_VSPEED_X', 0.0)","('OSD2_GSPEED_Y', 0.0)","('OSD2_DIST_EN', 0.0)","('OSD2_DIST_X', 0.0)","('OSD2_ESCRPM_EN', 0.0)","('OSD2_ESCRPM_EN', 0.0)","('OSD2_GPSLONG_X', 0.0)","('OSD2_GPSLONG_X', 0.0)","('OSD2_CURRENT_Y', 0.0)","('OSD_UNITS', 0.0)","('OSD_UNITS', 0.0)","('OSD2_TEMP_Y', 0.0)","('OSD2_SATS_Y', 0.0)","('OSD1_TER_HGT_EN', 0.0)","('OSD2_VSPEED_X', 0.0)","('OSD2_FLTMODE_Y', 0.0)","('OSD1_VSPEED_X', 0.0)","('OSD1_GPSLONG_X', 0.0)","('MOT_THST_EXPO', 0.0)","('OSD1_GSPEED_EN', 0.0)","('OSD1_ARMING_EN', 0.0)","('OSD1_CLIMBEFF_EN', 0.0)"
1651,"('OSD2_ESCRPM_EN', 0.0)","('EK2_RNG_I_GATE', 0.0)","('EK3_GBIAS_P_NSE', 0.0)","('OSD1_ESCRPM_EN', 0.0)","('OSD1_FENCE_Y', 0.0)","('OSD2_BAT_VOLT_EN', 0.0)","('OSD2_COMPASS_Y', 0.0)","('OSD2_CHAN_MAX', 0.0)","('OSD2_VSPEED_Y', 0.0)","('OSD2_HORIZON_EN', 0.0)","('OSD2_DIST_X', 0.0)","('OSD2_DIST_Y', 0.0)","('OSD2_ESCRPM_X', 0.0)","('OSD2_ESCRPM_X', 0.0)","('OSD2_GPSLONG_Y', 0.0)","('OSD2_GPSLONG_Y', 0.0)","('OSD2_BATUSED_EN', 0.0)","('OSD_MSG_TIME', 0.0)","('OSD_MSG_TIME', 0.0)","('OSD2_HDOP_EN', 0.0)","('OSD2_FLTMODE_X', 0.0)","('OSD1_TER_HGT_X', 0.0)","('OSD2_VSPEED_Y', 0.0)","('OSD2_MESSAGE_EN', 0.0)","('OSD1_VSPEED_Y', 0.0)","('OSD1_GPSLONG_Y', 0.0)","('MOT_SPIN_MAX', 0.0)","('OSD1_GSPEED_X', 0.0)","('OSD1_ARMING_X', 0.0)","('OSD1_CLIMBEFF_X', 0.0)"
1652,"('OSD2_ESCRPM_X', 0.0)","('EK2_MAX_FLOW', 0.0)","('EK3_ABIAS_P_NSE', 0.0)","('OSD1_ESCRPM_X', 0.0)","('OSD1_RNGF_EN', 0.0)","('OSD2_BAT_VOLT_X', 0.0)","('OSD2_WIND_EN', 0.0)","('OSD2_ALTITUDE_EN', 0.0)","('OSD2_ESCTEMP_EN', 0.0)","('OSD2_HORIZON_X', 0.0)","('OSD2_DIST_Y', 0.0)","('OSD2_STATS_EN', 0.0)","('OSD2_ESCRPM_Y', 0.0)","('OSD2_ESCRPM_Y', 0.0)","('OSD2_ROLL_X', 0.0)","('OSD2_ROLL_X', 0.0)","('OSD2_BATUSED_X', 0.0)","('OSD_ARM_SCR', 0.0)","('OSD_ARM_SCR', 0.0)","('OSD2_HDOP_X', 0.0)","('OSD2_FLTMODE_Y', 0.0)","('OSD1_TER_HGT_Y', 0.0)","('OSD2_ESCTEMP_EN', 0.0)","('OSD2_MESSAGE_X', 0.0)","('OSD1_ESCTEMP_EN', 0.0)","('OSD1_ROLL_EN', 0.0)","('MOT_BAT_VOLT_MAX', 0.0)","('OSD1_GSPEED_Y', 0.0)","('OSD1_ARMING_Y', 0.0)","('OSD1_CLIMBEFF_Y', 0.0)"
1653,"('OSD2_ESCRPM_Y', 0.0)","('EK2_FLOW_M_NSE', 0.0)","('EK3_WIND_P_NSE', 0.0)","('OSD1_ESCRPM_Y', 0.0)","('OSD1_RNGF_X', 0.0)","('OSD2_BAT_VOLT_Y', 0.0)","('OSD2_WIND_X', 0.0)","('OSD2_ALTITUDE_X', 0.0)","('OSD2_ESCTEMP_X', 0.0)","('OSD2_HORIZON_Y', 0.0)","('OSD2_STATS_EN', 0.0)","('OSD2_STATS_X', 0.0)","('OSD2_ESCAMPS_EN', 0.0)","('OSD2_ESCAMPS_EN', 0.0)","('OSD2_ROLL_Y', 0.0)","('OSD2_ROLL_Y', 0.0)","('OSD2_BATUSED_Y', 0.0)","('OSD_DSARM_SCR', 0.0)","('OSD_DSARM_SCR', 0.0)","('OSD2_HDOP_Y', 0.0)","('OSD2_MESSAGE_EN', 0.0)","('OSD1_AVGCELLV_EN', 0.0)","('OSD2_ESCTEMP_X', 0.0)","('OSD2_MESSAGE_Y', 0.0)","('OSD1_ESCTEMP_X', 0.0)","('OSD1_ROLL_X', 0.0)","('MOT_BAT_VOLT_MIN', 0.0)","('OSD1_HORIZON_EN', 0.0)","('OSD1_PLUSCODE_EN', 0.0)","('OSD1_EFF_EN', 0.0)"
1654,"('OSD2_ESCAMPS_X', 0.0)","('EK2_FLOW_I_GATE', 0.0)","('EK3_GPS_CHECK', 0.0)","('OSD1_ESCAMPS_X', 0.0)","('OSD1_RNGF_Y', 0.0)","('OSD2_RSSI_EN', 0.0)","('OSD2_WIND_Y', 0.0)","('OSD2_ALTITUDE_Y', 0.0)","('OSD2_ESCTEMP_Y', 0.0)","('OSD2_HOME_EN', 0.0)","('OSD2_STATS_X', 0.0)","('OSD2_STATS_Y', 0.0)","('OSD2_ESCAMPS_X', 0.0)","('OSD2_ESCAMPS_X', 0.0)","('OSD2_PITCH_EN', 0.0)","('OSD2_PITCH_EN', 0.0)","('OSD2_SATS_EN', 0.0)","('OSD_FS_SCR', 0.0)","('OSD_FS_SCR', 0.0)","('OSD2_WAYPOINT_EN', 0.0)","('OSD2_MESSAGE_X', 0.0)","('OSD1_AVGCELLV_X', 0.0)","('OSD2_ESCTEMP_Y', 0.0)","('OSD2_GSPEED_EN', 0.0)","('OSD1_ESCTEMP_Y', 0.0)","('OSD1_ROLL_Y', 0.0)","('MOT_PWM_TYPE', 0.0)","('OSD1_HORIZON_X', 0.0)","('OSD1_PLUSCODE_X', 0.0)","('OSD1_EFF_X', 0.0)"
1655,"('OSD2_ESCAMPS_Y', 0.0)","('EK2_FLOW_DELAY', 0.0)","('EK3_IMU_MASK', 0.0)","('OSD1_ESCAMPS_Y', 0.0)","('OSD1_LINK_Q_EN', 0.0)","('OSD2_RSSI_X', 0.0)","('OSD2_ASPEED_EN', 0.0)","('OSD2_BAT_VOLT_EN', 0.0)","('OSD2_ESCRPM_EN', 0.0)","('OSD2_HOME_X', 0.0)","('OSD2_STATS_Y', 0.0)","('OSD2_FLTIME_EN', 0.0)","('OSD2_ESCAMPS_Y', 0.0)","('OSD2_ESCAMPS_Y', 0.0)","('OSD2_PITCH_X', 0.0)","('OSD2_PITCH_X', 0.0)","('OSD2_SATS_X', 0.0)","('OSD_W_TERR', 0.0)","('OSD_W_TERR', 0.0)","('OSD2_WAYPOINT_X', 0.0)","('OSD2_MESSAGE_Y', 0.0)","('OSD1_AVGCELLV_Y', 0.0)","('OSD2_ESCRPM_EN', 0.0)","('OSD2_GSPEED_X', 0.0)","('OSD1_ESCRPM_EN', 0.0)","('OSD1_PITCH_EN', 0.0)","('MOT_PWM_MIN', 0.0)","('OSD1_HORIZON_Y', 0.0)","('OSD1_PLUSCODE_Y', 0.0)","('OSD1_EFF_Y', 0.0)"
1656,"('OSD2_GPSLAT_EN', 0.0)","('EK2_GYRO_P_NSE', 0.0)","('EK3_YAW_M_NSE', 0.0)","('OSD1_GPSLAT_EN', 0.0)","('OSD1_LINK_Q_X', 0.0)","('OSD2_RSSI_Y', 0.0)","('OSD2_ASPEED_X', 0.0)","('OSD2_BAT_VOLT_X', 0.0)","('OSD2_ESCRPM_X', 0.0)","('OSD2_HOME_Y', 0.0)","('OSD2_FLTIME_EN', 0.0)","('OSD2_FLTIME_X', 0.0)","('OSD2_GPSLAT_EN', 0.0)","('OSD2_GPSLAT_EN', 0.0)","('OSD2_PITCH_Y', 0.0)","('OSD2_PITCH_Y', 0.0)","('OSD2_SATS_Y', 0.0)","('OSD_W_AVGCELLV', 0.0)","('OSD_W_AVGCELLV', 0.0)","('OSD2_WAYPOINT_Y', 0.0)","('OSD2_GSPEED_EN', 0.0)","('OSD1_RESTVOLT_EN', 0.0)","('OSD2_ESCRPM_X', 0.0)","('OSD2_GSPEED_Y', 0.0)","('OSD1_ESCRPM_X', 0.0)","('OSD1_PITCH_X', 0.0)","('MOT_PWM_MAX', 0.0)","('OSD1_HOME_EN', 0.0)","('OSD1_CALLSIGN_EN', 0.0)","('OSD1_BTEMP_X', 0.0)"
